transID,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,transportationType,age,ageGroup,tapInHour,tripDuration,dayName,date,tapOutStatus,name
VAMM198P6G41JF,F,2003,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B04139P,Sbr. Ps. Deprok,-6.218408,106.89398,24,2023-04-10 19:45:50,B00920P,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,37.0,2023-04-10 20:55:02,0.0,Mikrotrans,20,Dewasa Awal,19,69.2,Monday,2023-04-10,Success,
PHKB644S5U69TL,M,1978,JAK.13,Tanah Abang - Jembatan Lima,1.0,B05700P,Term. Bayangan Kota Intan,-6.130949,106.81172,0,2023-04-10 17:09:05,B05027P,Simpang Pakin 2,-6.128288,106.80562,2.0,2023-04-10 19:03:38,0.0,Mikrotrans,45,Dewasa Akhir,17,114.55,Monday,2023-04-10,Success,
ETYY138Z8Z35AB,M,1987,JAK.118,Taman Waduk Papanggo - Kota Tua,1.0,B02565P,Pangeran Jayakarta 2,-6.137528,106.81757,9,2023-04-10 20:03:18,B05901P,WTC Mangga Dua,-6.134694,106.8314,14.0,2023-04-10 21:36:17,0.0,Mikrotrans,36,Dewasa Madya,20,92.98333333333333,Monday,2023-04-10,Success,
MGTA256X8D51OX,M,1983,JAK.24,Senen - Pulo Gadung via Kelapa Gading,0.0,B04820P,Simpang Gunung Sahari III,-6.167903,106.84174,48,2023-04-10 21:11:44,B05725P,Term. Senen,-6.17356,106.84213,50.0,2023-04-10 22:06:57,0.0,Mikrotrans,40,Dewasa Madya,21,55.21666666666667,Monday,2023-04-10,Success,
ZUML144N9R14ES,M,1990,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,B00674P,Graha Kirana,-6.150359,106.88755,30,2023-04-10 20:57:49,B04306P,Sbr. Ruko Cempaka Mas,-6.161876,106.87476,41.0,2023-04-10 22:52:05,0.0,Mikrotrans,33,Dewasa Awal,20,114.26666666666667,Monday,2023-04-10,Success,
SQXF808E2T00EY,M,1988,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B04040P,Sbr. Masjid Ar Rohmah,-6.118964,106.89568,7,2023-04-10 17:14:51,B05864P,Waduk Rawabadak,-6.127037,106.89523,9.0,2023-04-10 18:32:14,0.0,Mikrotrans,35,Dewasa Madya,17,77.38333333333334,Monday,2023-04-10,Success,
XVVQ756Y3Z24JU,F,1989,JAK.29,Tanjung Priok - Sukapura,0.0,B02254P,Masjid Al Mukarromah Lagoa,-6.112929,106.91075,36,2023-04-10 21:25:01,B00338P,Enggano 1,-6.110213,106.89246,46.0,2023-04-10 23:18:08,0.0,Mikrotrans,34,Dewasa Awal,21,113.11666666666666,Monday,2023-04-10,Success,
SCRT232Z9R88UO,M,2001,JAK.50,Kalideres - Puri Kembangan,1.0,B03715P,Sbr. Jln. H. Kincan Rawa Buaya,-6.164546,106.73543,13,2023-04-10 18:25:02,B04309P,Sbr. Ruko Green Lake,-6.177206,106.71073,34.0,2023-04-10 19:32:02,0.0,Mikrotrans,22,Dewasa Awal,18,67.0,Monday,2023-04-10,Success,
XSYN222V7I66AO,F,2010,JAK.39,Kalimalang - Duren Sawit,1.0,B01622P,Jln. Swadaya Raya,-6.228375,106.91677,27,2023-04-10 18:31:29,B05148P,Simpang Serdang Swadaya Raya 2,-6.227633,106.91484,28.0,2023-04-10 20:23:15,0.0,Mikrotrans,13,Remaja,18,111.76666666666667,Monday,2023-04-10,Success,
QGKG136S9W05CX,M,1994,JAK.02,Kampung Melayu - Duren Sawit,0.0,B00138P,Bidara Cina 1,-6.229954,106.86735,1,2023-04-10 19:44:16,B06072P,Jln. Panti Asuhan,-6.229585,106.87395,6.0,2023-04-10 20:57:37,0.0,Mikrotrans,29,Dewasa Awal,19,73.35,Monday,2023-04-10,Success,
SXHC396U2V98PB,F,1985,JAK.13,Tanah Abang - Jembatan Lima,0.0,B01488P,Jln. Petojo Barat V,-6.163077,106.81043,19,2023-04-10 20:06:42,B03066P,Puskesmas Tambora,-6.147656,106.80718,31.0,2023-04-10 21:15:49,0.0,Mikrotrans,38,Dewasa Madya,20,69.11666666666666,Monday,2023-04-10,Success,
EWYB023Q9J40ET,F,2004,JAK.30,Grogol - Meruya via Roxy,1.0,B03398P,SDN Meruya Utara 02 Pagi,-6.199267,106.74166,18,2023-04-10 20:36:57,B04071P,Sbr. Masjid Nurul Falah Grogol,-6.170757,106.78477,53.0,2023-04-10 21:53:48,0.0,Mikrotrans,19,Remaja,20,76.85,Monday,2023-04-10,Success,
DKJG985P2B54LV,M,1948,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B03977P,Sbr. Komplek Pacul Mas,-6.221005,106.89961,22,2023-04-10 18:19:23,B05828P,Univ. Darma Persada 2,-6.230546,106.92473,36.0,2023-04-10 19:39:37,0.0,Mikrotrans,75,Lansia,18,80.23333333333333,Monday,2023-04-10,Success,
GANL260Y6E12RE,M,2007,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,B00179P,BPJS Ketenagakerjaan Marunda,-6.104983,106.93254,6,2023-04-10 19:02:47,B03211P,RSUD Koja,-6.108205,106.89982,18.0,2023-04-10 20:00:46,0.0,Mikrotrans,16,Remaja,19,57.983333333333334,Monday,2023-04-10,Success,
PEPN120Z8K39AM,F,1983,JAK.11,Tanah Abang - Kebayoran Lama,1.0,B00594P,Gedung ATC,-6.18872,106.80832,38,2023-04-10 17:04:43,B01787P,JPO Blok G,-6.188861,106.81135,40.0,2023-04-10 18:24:02,0.0,Mikrotrans,40,Dewasa Madya,17,79.31666666666666,Monday,2023-04-10,Success,
AJOL551K9H61WX,M,2009,JAK.30,Grogol - Meruya via Roxy,0.0,B02046P,Komplek Keuangan Saaba,-6.215101,106.73151,62,2023-04-10 20:20:29,B02810P,Perumahan Mawar Joglo,-6.215254,106.72525,65.0,2023-04-10 21:23:17,0.0,Mikrotrans,14,Remaja,20,62.8,Monday,2023-04-10,Success,
GBQD176Q4R52BS,F,1987,JAK.73,Jambore Cibubur - Pasar Rebo,0.0,B04721P,Simpang Belly 2,-6.332179,106.86749,13,2023-04-10 19:39:15,B06868P,Sbr. RS Harapan Bunda,-6.30186,106.868013,23.0,2023-04-10 21:32:36,0.0,Mikrotrans,36,Dewasa Madya,19,113.35,Monday,2023-04-10,Success,
RUTX784J6L93XW,F,1977,JAK.50,Kalideres - Puri Kembangan,1.0,B00842P,Jln. Al Falah Duri Kosambi,-6.178709,106.71726,30,2023-04-10 19:53:18,B03530P,Sbr. Gg. H. Anim Semanan,-6.168439,106.70621,39.0,2023-04-10 20:53:03,0.0,Mikrotrans,46,Dewasa Akhir,19,59.75,Monday,2023-04-10,Success,
MPBS696P1M71LI,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,B05783P,TPU Karet Bivak,-6.201241,106.814,19,2023-04-10 18:45:20,B06783P,Rusun Karet Tengsin,-6.205086,106.810223,25.0,2023-04-10 19:55:01,0.0,Mikrotrans,33,Dewasa Awal,18,69.68333333333334,Monday,2023-04-10,Success,
FENZ418L9R80HJ,F,1989,JAK.117,Tanjung Priok - Tanah Merdeka,1.0,B02259P,Masjid Al Waqof,-6.110646,106.91733,2,2023-04-10 18:07:54,B01408P,Jln. Muncang,-6.116164,106.91033,5.0,2023-04-10 19:10:58,0.0,Mikrotrans,34,Dewasa Awal,18,63.06666666666667,Monday,2023-04-10,Success,
EMEW292W9N10MF,F,1968,JAK.75,Cililitan - Kp. Pulo,0.0,B03591P,Sbr. Gereja Oikumene,-6.262305,106.88696,2,2023-04-10 17:47:28,B03497P,Sbr. Gg. Ahmad Squadron,-6.269167,106.87759,24.0,2023-04-10 19:30:56,0.0,Mikrotrans,55,Pra-lansia,17,103.46666666666667,Monday,2023-04-10,Success,
INOF304C1B26XD,F,1989,JAK.64,Lenteng Agung - Aseli,0.0,B04458P,Sbr. SMP Dan SMK Bakti 17,-6.348139,106.80957,8,2023-04-10 21:36:00,B00472P,Gg. H. Mesir,-6.337868,106.81624,14.0,2023-04-10 22:38:52,0.0,Mikrotrans,34,Dewasa Awal,21,62.86666666666667,Monday,2023-04-10,Success,
VJBS034W2D61NG,M,1989,JAK.49,Lebak Bulus - Cipulir,0.0,B03409P,SDN Pesanggrahan 10 Pagi,-6.259198,106.75694,29,2023-04-10 18:20:50,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49.0,2023-04-10 19:43:11,0.0,Mikrotrans,34,Dewasa Awal,18,82.35,Monday,2023-04-10,Success,
POYN124I9N68TX,M,1973,JAK.18,Kalibata - Kuningan,0.0,B01316P,Jln. Lapangan Ros II Bukit Duri,-6.22434,106.85512,31,2023-04-10 17:04:44,P00275,Keselamatan,-6.222946,106.84745,42.0,2023-04-10 18:09:23,0.0,Mikrotrans,50,Dewasa Akhir,17,64.65,Monday,2023-04-10,Success,
MDCN890D0C62OG,F,1993,JAK.112,Terminal Tanah Merah - Pulo Gadung,0.0,B02378P,Masjid Raya Al Musyawarah Kelapa Gading 2,-6.155338,106.90963,8,2023-04-10 19:36:16,B03821P,Sbr. Jln. Primanota,-6.167907,106.9111,15.0,2023-04-10 20:53:18,0.0,Mikrotrans,30,Dewasa Awal,19,77.03333333333333,Monday,2023-04-10,Success,
BOYP304K4X26KF,M,1978,JAK.33,Pulo Gadung - Kota,1.0,B02544P,Pacuan Kuda Pulo Mas 2,-6.179981,106.88736,65,2023-04-10 21:06:30,B05476P,St. LRT Pulo Mas 3,-6.176534,106.89379,73.0,2023-04-10 22:20:39,0.0,Mikrotrans,45,Dewasa Akhir,21,74.15,Monday,2023-04-10,Success,
ROBI314O0W47FB,F,2006,JAK.18,Kalibata - Kuningan,1.0,B02728P,Pengadegan Barat VII,-6.250143,106.85423,48,2023-04-10 18:37:21,B01992P,Klinik Kartika Pengadegan,-6.251312,106.85522,50.0,2023-04-10 20:09:08,0.0,Mikrotrans,17,Remaja,18,91.78333333333333,Monday,2023-04-10,Success,
SSDP005E1J36LO,M,1975,JAK.54,Grogol - Benhil,0.0,B05883P,Wisma 77,-6.189545,106.79915,15,2023-04-10 19:49:06,B01919P,Kel. Jati Pulo,-6.175757,106.80318,23.0,2023-04-10 21:32:26,0.0,Mikrotrans,48,Dewasa Akhir,19,103.33333333333333,Monday,2023-04-10,Success,
GTLB460T7U54EO,M,1978,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05981P,Sbr. Musala Al Ishlah,-6.12769,106.81764,5,2023-04-10 17:07:32,Unknown,Unknown,,,,,0.0,Mikrotrans,45,Dewasa Akhir,17,,Monday,2023-04-10,Error,
MMUQ284K5C80TA,F,1989,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,B04395P,Sbr. Sekolah Saint Caroline,-6.157308,106.87164,37,2023-04-10 17:21:08,B03246P,Ruko Mega Grosir Cempaka Mas,-6.167009,106.87376,46.0,2023-04-10 19:03:51,0.0,Mikrotrans,34,Dewasa Awal,17,102.71666666666667,Monday,2023-04-10,Success,
NOFL106D6R56GA,M,2004,JAK.58,Cilincing - Rorotan,0.0,B03773P,Sbr. Jln. Malaka HB,-6.142374,106.95639,57,2023-04-10 20:49:11,B02452P,Midi Utama Rorotan,-6.144886,106.95626,59.0,2023-04-10 22:44:09,0.0,Mikrotrans,19,Remaja,20,114.96666666666667,Monday,2023-04-10,Success,
HEOF111P0F52RW,F,1994,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B00130P,Bermis 1,-6.178022,106.89853,8,2023-04-10 18:16:29,B01041P,Jln. Dewi Sinta,-6.167442,106.91,17.0,2023-04-10 19:16:10,0.0,Mikrotrans,29,Dewasa Awal,18,59.68333333333333,Monday,2023-04-10,Success,
PQVV068H8H42GS,F,1982,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,2023-04-10 20:40:24,B03718P,Sbr. Jln. H. Mawar Sunter,-6.157892,106.8677,44.0,2023-04-10 21:51:24,0.0,Mikrotrans,41,Dewasa Madya,20,71.0,Monday,2023-04-10,Success,
JKAC896S6W93QS,F,2004,JAK.04,Grogol - Tubagus Angke,1.0,B03375P,SDN Jelambar Baru 01,-6.147765,106.78324,22,2023-04-10 21:39:33,B04534P,Sbr. Taman Permata Indah 1,-6.144081,106.78154,24.0,2023-04-10 23:17:35,0.0,Mikrotrans,19,Remaja,21,98.03333333333333,Monday,2023-04-10,Success,
IBRE273N3E08YE,M,1991,JAK.34,Rawamangun - Klender,1.0,B01674P,Jln. Tegal Amba Rt03,-6.223017,106.90648,20,2023-04-10 18:04:51,B02530P,Naga Raya Duren Sawit,-6.224769,106.91146,24.0,2023-04-10 19:11:07,0.0,Mikrotrans,32,Dewasa Awal,18,66.26666666666667,Monday,2023-04-10,Success,
SOSF148Y2V79MB,M,2007,JAK.26,Rawamangun - Duren Sawit,0.0,B00661P,GOR Pondok Bambu,-6.223465,106.904,11,2023-04-10 19:09:40,B03552P,Sbr. Gg. Padi Pelita Cipinang,-6.211895,106.88755,35.0,2023-04-10 19:59:59,0.0,Mikrotrans,16,Remaja,19,50.31666666666667,Monday,2023-04-10,Success,
OJAF501U1P19JB,F,1992,JAK.84,Terminal Kampung Melayu - Kapin Raya,0.0,B01276P,Jln. Kesadaran Kali Malang,-6.239286,106.88739,13,2023-04-10 20:53:07,B01007P,Jln. Cipinang Bali III,-6.239272,106.89136,15.0,2023-04-10 22:18:36,0.0,Mikrotrans,31,Dewasa Awal,20,85.48333333333333,Monday,2023-04-10,Success,
OFDJ326C2Z47DI,F,1968,JAK.58,Cilincing - Rorotan,0.0,B01515P,Jln. Pratama I Rorotan,-6.141574,106.95616,56,2023-04-10 19:12:01,Unknown,Unknown,,,,,0.0,Mikrotrans,55,Pra-lansia,19,,Monday,2023-04-10,Error,
NAFU946G8H22YJ,F,2000,JAK.18,Kalibata - Kuningan,1.0,B02730P,Pengadegan Selatan III,-6.251274,106.855803,49,2023-04-10 17:29:49,Unknown,Unknown,,,,,0.0,Mikrotrans,23,Dewasa Awal,17,,Monday,2023-04-10,Error,
OGIK414Z0D36HZ,M,1981,JAK.05,Semper - Rorotan,1.0,B03035P,Pusdiklatnas 1,-6.104867,106.9394,17,2023-04-10 19:29:33,B01190P,Jln. Kaliabang Rorotan,-6.128157,106.96325,32.0,2023-04-10 21:15:12,0.0,Mikrotrans,42,Dewasa Madya,19,105.65,Monday,2023-04-10,Success,
WTEA204C2M95UE,F,1995,JAK.74,Terminal Rawamangun - Cipinang Muara,0.0,B01084P,Jln. Gotong Royong Cipinang Muara,-6.227649,106.89623,0,2023-04-10 19:55:46,B02336P,Masjid Jami At Taqwa 3,-6.229352,106.89527,1.0,2023-04-10 21:14:54,0.0,Mikrotrans,28,Dewasa Awal,19,79.13333333333334,Monday,2023-04-10,Success,
MEQB244I0B48QF,M,1988,JAK.03,Lebak Bulus - Andara,1.0,B00899P,Jln. Baros,-6.311046,106.784,12,2023-04-10 19:02:56,B02129P,Lebak Bulus Jak Lingko,-6.289301,106.77299,23.0,2023-04-10 20:35:37,0.0,Mikrotrans,35,Dewasa Madya,19,92.68333333333334,Monday,2023-04-10,Success,
EFDZ940L6X46VK,M,1978,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519,4,2023-04-10 17:46:48,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-10 19:07:06,0.0,Mikrotrans,45,Dewasa Akhir,17,80.3,Monday,2023-04-10,Success,
QRLX240W8V88CM,F,1996,JAK.85,Bintara - Cipinang Indah,1.0,B04179P,Sbr. PAUD Bintang Pondok Bambu,-6.245306,106.9058,6,2023-04-10 19:28:59,B00802P,Institut Teknologi Budi Utomo 1,-6.221862,106.93932,35.0,2023-04-10 21:04:23,0.0,Mikrotrans,27,Dewasa Awal,19,95.4,Monday,2023-04-10,Success,
TDAI418T6Q49RY,F,1985,JAK.51,Taman Kota - Budi Luhur,1.0,B00450P,Gg. H Satiri Manshur,-6.173907,106.7485,8,2023-04-10 17:29:52,B02369P,Masjid Nurul Iman Kubur Batu,-6.197613,106.74443,24.0,2023-04-10 18:49:10,0.0,Mikrotrans,38,Dewasa Madya,17,79.3,Monday,2023-04-10,Success,
GGMP111I2I44SB,M,1965,JAK.26,Rawamangun - Duren Sawit,1.0,B00065P,Arion Mall,-6.193631,106.89068,2,2023-04-10 18:13:06,Unknown,Unknown,,,,,0.0,Mikrotrans,58,Pra-lansia,18,,Monday,2023-04-10,Error,
ESRA262S4P41RO,M,2004,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B04195P,Sbr. Perum Taman Malaka,-6.231282,106.92863,37,2023-04-10 18:47:15,B02978P,Pospol Pondok Kelapa,-6.238776,106.93434,42.0,2023-04-10 20:18:55,0.0,Mikrotrans,19,Remaja,18,91.66666666666667,Monday,2023-04-10,Success,
CRAB035O6B75BF,F,2006,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B00578P,Gg. Waru,-6.305813,106.91201,24,2023-04-10 19:38:48,B06786P,Gg. Rukun Lubang Buaya,-6.290369,106.906529,45.0,2023-04-10 21:38:21,0.0,Mikrotrans,17,Remaja,19,119.55,Monday,2023-04-10,Success,
MZDZ204Q5Z30WT,M,1979,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B00947P,Jln. Buaran III,-6.22065,106.91916,10,2023-04-10 21:49:24,B06764P,Jln. Duren Sawit Dermaga,-6.221217,106.911695,12.0,2023-04-10 22:58:17,0.0,Mikrotrans,44,Dewasa Madya,21,68.88333333333334,Monday,2023-04-10,Success,
WRPV301C1K02AG,M,1992,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06269P,Jln. Tebet Barat Raya,-6.233919,106.85064,5,2023-04-10 20:19:49,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,6.0,2023-04-10 21:48:27,0.0,Mikrotrans,31,Dewasa Awal,20,88.63333333333334,Monday,2023-04-10,Success,
SPYT400V0L98OQ,F,1982,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B00591P,Gebu Minang,-6.225359,106.85576,27,2023-04-10 20:14:10,B01989P,Klinik Firdausy,-6.217111,106.85528,40.0,2023-04-10 21:40:40,0.0,Mikrotrans,41,Dewasa Madya,20,86.5,Monday,2023-04-10,Success,
ZYMH825T3F54GV,F,1973,JAK.16,Cililitan - Condet,1.0,B06897P,Jln. Munggang,-6.276186,106.852082,6,2023-04-10 21:34:07,Unknown,Unknown,,,,,0.0,Mikrotrans,50,Dewasa Akhir,21,,Monday,2023-04-10,Error,
VOHT523A9O05VI,F,1983,JAK.27,Pulo Gebang - Rorotan,1.0,B01519P,Jln. Pulau Sangiyang Lingkar Timur,-6.193412,106.94376,35,2023-04-10 21:21:00,B04680P,Sentra Timur,-6.20556,106.94787,44.0,2023-04-10 22:29:01,0.0,Mikrotrans,40,Dewasa Madya,21,68.01666666666667,Monday,2023-04-10,Success,
ITQV565T5V32MA,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,B05423P,Viva Futsal,-6.218724,106.81944,13,2023-04-10 19:44:59,B02995P,PU Irigasi,-6.201479,106.81079,20.0,2023-04-10 21:41:52,0.0,Mikrotrans,33,Dewasa Awal,19,116.88333333333334,Monday,2023-04-10,Success,
CRNQ987K0X18QT,M,1993,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,2023-04-10 17:08:57,B01064P,Jln. Gading Batavia,-6.148939,106.90002,22.0,2023-04-10 18:18:40,0.0,Mikrotrans,30,Dewasa Awal,17,69.71666666666667,Monday,2023-04-10,Success,
LOCQ366X2W36EY,M,2000,JAK.49,Lebak Bulus - Cipulir,1.0,B03217P,RSUD Pesanggrahan,-6.258241,106.75706,33,2023-04-10 18:08:01,B02248P,Masjid Al Jihad Ulujami,-6.254771,106.76348,41.0,2023-04-10 19:57:31,0.0,Mikrotrans,23,Dewasa Awal,18,109.5,Monday,2023-04-10,Success,
PRFF987N7F29NT,F,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06675P,Tebet Eco Park Selatan 5,-6.241581,106.85242,5,2023-04-10 20:00:30,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-10 21:10:29,0.0,Mikrotrans,29,Dewasa Awal,20,69.98333333333333,Monday,2023-04-10,Success,
NKVC700F2M61PT,M,1990,JAK.35,Pangkalan Jati - Rawamangun,1.0,B05742P,Tip Top Rawamangun,-6.201153,106.88606,4,2023-04-10 21:25:07,B02966P,Pos Rw 06 Pondok Bambu,-6.229454,106.90441,19.0,2023-04-10 22:43:00,0.0,Mikrotrans,33,Dewasa Awal,21,77.88333333333334,Monday,2023-04-10,Success,
VYOX986I6A05EN,M,1974,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B06765P,SKKT Pondok Bambu,-6.223195,106.895498,17,2023-04-10 17:47:45,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,24.0,2023-04-10 18:56:40,0.0,Mikrotrans,49,Dewasa Akhir,17,68.91666666666667,Monday,2023-04-10,Success,
XMPV440R3Y22CY,F,1985,JAK.10,Tanah Abang - Kota,1.0,B02702P,Pecenongan 2,-6.167856,106.8275,30,2023-04-10 20:57:46,B03483P,Sbr. Dinas Kesehatan DKI Jakarta,-6.171269,106.81508,34.0,2023-04-10 22:45:46,0.0,Mikrotrans,38,Dewasa Madya,20,108.0,Monday,2023-04-10,Success,
MWDW679O2G21EK,F,2006,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,B03898P,Sbr. Kec. Ciracas,-6.320058,106.88301,22,2023-04-10 19:20:39,Unknown,Unknown,,,,,0.0,Mikrotrans,17,Remaja,19,,Monday,2023-04-10,Error,
KZAZ363O2L79JZ,M,1966,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,B01907P,Kel. Cibubur,-6.349525,106.87666,9,2023-04-10 17:57:02,B02188P,Mall Cijantung,-6.312041,106.86245,28.0,2023-04-10 19:41:46,0.0,Mikrotrans,57,Pra-lansia,17,104.73333333333333,Monday,2023-04-10,Success,
YVDI193M8R66ER,F,1991,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B01123P,Jln. H. Mawar Sunter,-6.157856,106.86771,4,2023-04-10 19:54:15,B02468P,Mitra Gading Villa,-6.144694,106.90375,28.0,2023-04-10 21:45:43,0.0,Mikrotrans,32,Dewasa Awal,19,111.46666666666667,Monday,2023-04-10,Success,
GARG583Y4O93ID,F,1985,JAK.29,Tanjung Priok - Sukapura,0.0,B01325P,Jln. Lorong 22,-6.108141,106.89932,42,2023-04-10 21:00:43,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,50.0,2023-04-10 22:36:53,0.0,Mikrotrans,38,Dewasa Madya,21,96.16666666666667,Monday,2023-04-10,Success,
QONM850B9M59IA,F,2003,JAK.36,Cilangkap - Cililitan,0.0,B05110P,Simpang Raya Bogor Cililitan,-6.264191,106.86585,42,2023-04-10 19:22:42,B02637P,Ps. Kramat Jati 1,-6.269058,106.86691,44.0,2023-04-10 20:49:18,0.0,Mikrotrans,20,Dewasa Awal,19,86.6,Monday,2023-04-10,Success,
WLCK196G8T27IM,M,2004,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,B06164P,Jln. B Lagoa Terusan 2,-6.108628,106.91505,13,2023-04-10 20:47:52,B06165P,Jln. Cilincing Raya 1,-6.108981,106.90852,15.0,2023-04-10 22:32:27,0.0,Mikrotrans,19,Remaja,20,104.58333333333333,Monday,2023-04-10,Success,
LLTO974N1A22TT,M,1976,JAK.58,Cilincing - Rorotan,0.0,B00455P,Gg. H. Abdullah Marunda,-6.125838,106.95684,39,2023-04-11 09:33:06,B00435P,Gg. Damai I Rorotan,-6.150802,106.95604,64.0,2023-04-11 10:01:15,0.0,Mikrotrans,47,Dewasa Akhir,9,28.15,Tuesday,2023-04-11,Success,
LVRK932E9C57MO,M,1978,JAK.15,Bulak Turi - Tanjung Priok,0.0,B00925P,Jln. Belimbing Terusan,-6.115462,106.92147,30,2023-04-11 07:23:32,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,50.0,2023-04-11 08:06:07,0.0,Mikrotrans,45,Dewasa Akhir,7,42.583333333333336,Tuesday,2023-04-11,Success,
QRKL516Q1F11ZW,F,1982,JAK.41,Kampung Melayu - Pulo Gadung,1.0,B00920P,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,30,2023-04-11 06:01:51,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,31.0,2023-04-11 07:34:45,0.0,Mikrotrans,41,Dewasa Madya,6,92.9,Tuesday,2023-04-11,Success,
QJDB699C7G94BO,M,1997,JAK.08,Roxy - Benhil,1.0,B02558P,Pam Jaya DKI,-6.203455,106.80794,8,2023-04-11 06:25:41,B00600P,Gedung Pompa Cideng Siantar,-6.173284,106.80669,30.0,2023-04-11 07:24:00,0.0,Mikrotrans,26,Dewasa Awal,6,58.31666666666667,Tuesday,2023-04-11,Success,
FIXG319J6P33NI,M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B05378P,SMPN 252,-6.239351,106.94234,39,2023-04-11 09:20:57,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-11 10:40:09,0.0,Mikrotrans,39,Dewasa Madya,9,79.2,Tuesday,2023-04-11,Success,
EDBP495G3P40UR,M,1975,JAK.34,Rawamangun - Klender,1.0,B05422P,STAI Az Ziyadah 2,-6.222785,106.90469,18,2023-04-11 07:45:48,B05915P,Yayasan Asih Budi,-6.229867,106.92007,30.0,2023-04-11 08:53:42,0.0,Mikrotrans,48,Dewasa Akhir,7,67.9,Tuesday,2023-04-11,Success,
HJAJ644B3B25YT,F,2008,JAK.01,Tanjung Priok - Plumpang,1.0,B01705P,Jln. Warakas II,-6.117016,106.88045,20,2023-04-11 07:55:24,B05729P,Term. Tj. Priok 2,-6.109718,106.8834,30.0,2023-04-11 09:03:06,0.0,Mikrotrans,15,Remaja,7,67.7,Tuesday,2023-04-11,Success,
ADTE694T7H77HR,F,1983,JAK.86,Term. Rawamangun - Term. Manggarai,0.0,B01011P,Jln. Cipinang Timur Persahabatan,-6.202447,106.89344,6,2023-04-11 07:27:52,B00356P,Flyover Jatinegara Atas,-6.214553,106.87388,16.0,2023-04-11 08:25:27,0.0,Mikrotrans,40,Dewasa Madya,7,57.583333333333336,Tuesday,2023-04-11,Success,
YQMQ677F9D42SS,M,1984,JAK.14,Tanah Abang - Meruya,0.0,B00825P,Jak Lingko Tanah Abang 2,-6.183885,106.81165,1,2023-04-11 07:21:49,B04358P,Sbr. SDN Palmerah 07,-6.205628,106.79661,21.0,2023-04-11 08:10:07,0.0,Mikrotrans,39,Dewasa Madya,7,48.3,Tuesday,2023-04-11,Success,
JPET861C2S42WZ,F,1985,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,B03913P,Sbr. Kel. Ciracas,-6.32881,106.87779,14,2023-04-11 06:21:42,B02090P,KPP Pratama Pasar Rebo,-6.301337,106.86865,45.0,2023-04-11 07:50:25,0.0,Mikrotrans,38,Dewasa Madya,6,88.71666666666667,Tuesday,2023-04-11,Success,
